dropout_p,sequence_id,true_class,snr_quality,obs_ratio,gap_length,est_range,est_velocity,kin_residual,energy_residual,r_uncertainty,v_uncertainty,oracle_step,oracle_objective,oracle_pred,oracle_correct,oracle_latency_ms,J_5steps,f1_pred_5steps,miss_mse_5steps,kin_res_5steps,J_10steps,f1_pred_10steps,miss_mse_10steps,kin_res_10steps,J_20steps,f1_pred_20steps,miss_mse_20steps,kin_res_20steps,J_50steps,f1_pred_50steps,miss_mse_50steps,kin_res_50steps
0.400000,29,Vehicle,0.000000,0.500000,0.100000,0.499575,0.003387,0.013454,0.003239,0.000204,0.003443,5,1.605746,Pedestrian,0,59.420970,1.605746,Pedestrian,1.131105,0.111935,1.635291,Cyclist,1.120531,0.112198,1.656631,Cyclist,1.123014,0.112230,1.717891,Cyclist,1.124581,0.112224
0.400000,30,Empty,0.000000,0.625000,0.075000,0.499356,0.003087,0.003911,0.003665,0.000045,0.002889,5,1.416702,Cyclist,0,59.420970,1.416702,Cyclist,1.040818,0.032537,1.452535,Cyclist,1.033456,0.032458,1.471146,Cyclist,1.033534,0.032425,1.531304,Cyclist,1.034100,0.032502
0.400000,31,Empty,0.000000,0.625000,0.093750,0.499377,0.002411,0.003210,0.002541,0.000039,0.002876,5,1.397113,Pedestrian,0,59.420970,1.397113,Pedestrian,1.035942,0.026711,1.421553,Cyclist,1.023322,0.026701,1.440247,Cyclist,1.023311,0.026643,1.499837,Cyclist,1.023867,0.026630
0.400000,32,Empty,0.000000,0.562500,0.062500,0.499366,0.003144,0.003125,0.004852,0.000024,0.002945,5,1.407558,Pedestrian,0,59.420970,1.407558,Pedestrian,1.038784,0.025998,1.440848,Cyclist,1.033895,0.023865,1.458303,Cyclist,1.033404,0.023879,1.518329,Cyclist,1.033957,0.023891
0.400000,33,Cyclist,0.000000,0.750000,0.083333,0.499606,0.002640,0.008627,0.003085,0.000153,0.003206,5,0.018176,Cyclist,1,59.420970,0.018176,Cyclist,1.120236,0.071775,0.028032,Cyclist,1.097464,0.067462,0.048044,Cyclist,1.098020,0.067843,0.108044,Cyclist,1.099032,0.067839
0.400000,34,Vehicle,0.000000,0.562500,0.109375,0.499589,0.003326,0.010762,0.004235,0.000194,0.003402,5,4.852888,Cyclist,0,59.420970,4.852888,Cyclist,1.130742,0.089541,4.862885,Cyclist,1.119507,0.089395,4.882884,Cyclist,1.122308,0.089347,4.942884,Cyclist,1.123996,0.089346
0.400000,35,Empty,0.000000,0.687500,0.078125,0.499356,0.002362,0.002986,0.002705,0.000045,0.002738,5,0.011701,Empty,1,59.420970,0.011701,Empty,1.025990,0.024845,0.021710,Empty,1.015814,0.025225,0.041699,Empty,1.016471,0.024905,0.101699,Empty,1.017084,0.024960
0.400000,36,Empty,0.000000,0.562500,0.109375,0.499366,0.002756,0.002710,0.002591,0.000030,0.002996,5,0.011596,Empty,1,59.420970,0.011596,Empty,1.044228,0.022545,0.021564,Empty,1.033449,0.022284,0.041557,Empty,1.033519,0.021925,0.101558,Empty,1.034079,0.021929
0.400000,37,Cyclist,0.000000,0.562500,0.087500,0.499533,0.003446,0.011834,0.003968,0.000170,0.003431,10,1.253817,Cyclist,1,41.145840,1.291696,Pedestrian,1.130404,0.098463,1.253817,Cyclist,1.115301,0.095357,1.273425,Cyclist,1.117354,0.095335,1.333575,Cyclist,1.118912,0.095382
0.400000,38,Empty,0.000000,0.562500,0.087500,0.499380,0.003225,0.002785,0.003350,0.000048,0.003150,5,1.421363,Cyclist,0,59.420970,1.421363,Cyclist,1.039642,0.023171,1.459288,Cyclist,1.030637,0.021702,1.477902,Cyclist,1.030369,0.021665,1.538076,Cyclist,1.030962,0.021690
0.400000,39,Empty,0.000000,0.812500,0.062500,0.499363,0.001775,0.002700,0.003004,0.000043,0.002405,5,0.011468,Empty,1,59.420970,0.011468,Empty,1.009489,0.022466,0.021477,Empty,1.008114,0.022934,0.041472,Empty,1.008573,0.022742,0.101473,Empty,1.009059,0.022775
0.400000,40,Vehicle,0.000000,0.437500,0.140625,0.499532,0.003990,0.011882,0.004933,0.000200,0.003788,5,0.013540,Vehicle,1,59.420970,0.013540,Vehicle,1.142216,0.098855,0.023495,Vehicle,1.131674,0.096973,0.043503,Vehicle,1.133899,0.097204,0.103502,Vehicle,1.135275,0.097215
0.400000,41,Empty,0.000000,0.562500,0.145833,0.499361,0.002847,0.003369,0.003060,0.000022,0.002936,5,0.011496,Empty,1,59.420970,0.011496,Empty,1.063800,0.028032,0.021485,Empty,1.051572,0.027282,0.041483,Empty,1.052010,0.027277,0.101482,Empty,1.052531,0.027256
0.400000,42,Vehicle,0.000000,0.750000,0.083333,0.499621,0.002429,0.011939,0.004238,0.000194,0.002876,10,1.582427,Cyclist,0,41.145840,1.596979,Pedestrian,1.110820,0.099333,1.582427,Cyclist,1.100391,0.096888,1.602572,Cyclist,1.103066,0.096567,1.662537,Cyclist,1.104843,0.096567
0.400000,43,Empty,0.000000,0.500000,0.100000,0.499369,0.003456,0.003579,0.004155,0.000037,0.002870,5,1.425422,Cyclist,0,59.420970,1.425422,Cyclist,1.035416,0.029778,1.464864,Cyclist,1.025006,0.028718,1.483680,Cyclist,1.025280,0.028768,1.543810,Cyclist,1.025908,0.028799
0.400000,44,Vehicle,0.000000,0.250000,0.187500,0.499471,0.004781,0.010783,0.003096,0.000156,0.003171,5,0.017677,Vehicle,1,59.420970,0.017677,Vehicle,1.147382,0.089712,0.027714,Vehicle,1.134578,0.091872,0.047710,Vehicle,1.136667,0.091715,0.107709,Vehicle,1.137998,0.091648
0.400000,45,Cyclist,0.000000,0.562500,0.109375,0.499522,0.003909,0.008420,0.007946,0.000158,0.003963,5,0.023580,Cyclist,1,59.420970,0.023580,Cyclist,1.123982,0.070052,0.033428,Cyclist,1.110361,0.065447,0.053429,Cyclist,1.111714,0.065462,0.113430,Cyclist,1.112815,0.065527
0.400000,46,Cyclist,0.000000,0.812500,0.093750,0.499592,0.003502,0.006371,0.004235,0.000148,0.003793,5,0.201297,Cyclist,1,59.420970,0.201297,Cyclist,1.093664,0.053009,0.211250,Cyclist,1.076895,0.051626,0.231250,Cyclist,1.078227,0.051577,0.291251,Cyclist,1.079492,0.051604
0.400000,47,Pedestrian,0.000000,0.750000,0.083333,0.499604,0.002553,0.010239,0.006027,0.000153,0.003054,5,0.017796,Pedestrian,1,59.420970,0.017796,Pedestrian,1.089552,0.085192,0.027725,Pedestrian,1.058250,0.082841,0.047731,Pedestrian,1.059774,0.083045,0.107733,Pedestrian,1.061197,0.083093
0.400000,48,Empty,0.000000,0.687500,0.104167,0.499451,0.005002,0.018133,0.011854,0.000257,0.005023,5,4.323656,Vehicle,0,59.420970,4.323656,Vehicle,1.161439,0.150867,4.333629,Vehicle,1.163777,0.150549,4.353626,Vehicle,1.164581,0.150501,4.413625,Vehicle,1.165057,0.150473
0.400000,49,Vehicle,0.000000,0.375000,0.156250,0.499514,0.004451,0.011444,0.005234,0.000188,0.003851,5,0.014426,Vehicle,1,59.420970,0.014426,Vehicle,1.148615,0.095215,0.024383,Vehicle,1.135205,0.094825,0.044376,Vehicle,1.137185,0.094608,0.104375,Vehicle,1.138535,0.094537
0.400000,50,Empty,0.000000,0.687500,0.078125,0.499377,0.002404,0.003727,0.003638,0.000052,0.002825,5,0.011662,Empty,1,59.420970,0.011662,Empty,1.032295,0.031006,0.021653,Empty,1.022533,0.030982,0.041649,Empty,1.022582,0.030882,0.101650,Empty,1.023231,0.030904
0.400000,51,Vehicle,0.000000,0.687500,0.078125,0.499662,0.002660,0.012440,0.006124,0.000208,0.003165,5,0.177861,Vehicle,1,59.420970,0.177861,Vehicle,1.121345,0.103498,0.187711,Vehicle,1.112113,0.099330,0.207716,Vehicle,1.113483,0.099488,0.267716,Vehicle,1.114628,0.099508
0.400000,52,Pedestrian,0.000000,0.625000,0.125000,0.499590,0.003093,0.007650,0.004134,0.000170,0.003666,5,0.014884,Pedestrian,1,59.420970,0.014884,Pedestrian,1.144692,0.063647,0.024806,Pedestrian,1.116306,0.062076,0.044808,Pedestrian,1.117381,0.062051,0.104808,Pedestrian,1.118387,0.062076
0.400000,53,Vehicle,0.000000,0.687500,0.078125,0.499645,0.003043,0.011563,0.002471,0.000208,0.003428,5,1.544622,Pedestrian,0,59.420970,1.544622,Pedestrian,1.103564,0.096208,1.551701,Cyclist,1.095055,0.097790,1.569207,Cyclist,1.097810,0.097814,1.630608,Cyclist,1.099732,0.097817
0.400000,54,Empty,0.000000,0.562500,0.109375,0.499378,0.003084,0.003162,0.003059,0.000047,0.003022,5,0.011701,Empty,1,59.420970,0.011701,Empty,1.050546,0.026307,0.021676,Empty,1.041015,0.026137,0.041675,Empty,1.041324,0.026130,0.101676,Empty,1.041837,0.026149
0.400000,55,Cyclist,0.000000,0.625000,0.075000,0.499587,0.002923,0.013596,0.006407,0.000193,0.003401,10,1.242518,Cyclist,1,41.145840,1.297369,Pedestrian,1.111986,0.113116,1.242518,Cyclist,1.094770,0.110556,1.261565,Cyclist,1.095148,0.110686,1.321555,Cyclist,1.095952,0.110759
0.400000,56,Vehicle,0.000000,0.812500,0.062500,0.499593,0.002415,0.006313,0.004809,0.000149,0.003015,10,1.585347,Cyclist,0,41.145840,1.592948,Pedestrian,1.104068,0.052524,1.585347,Cyclist,1.109489,0.051371,1.604956,Cyclist,1.112581,0.051590,1.665428,Cyclist,1.114516,0.051594
0.400000,57,Cyclist,0.000000,0.625000,0.125000,0.499563,0.002906,0.011517,0.003656,0.000198,0.003157,10,1.285723,Cyclist,1,41.145840,1.333397,Pedestrian,1.154317,0.095821,1.285723,Cyclist,1.131026,0.092003,1.304737,Cyclist,1.131401,0.092383,1.364444,Cyclist,1.131961,0.092456
0.400000,58,Pedestrian,0.000000,0.500000,0.125000,0.499522,0.003409,0.008534,0.007872,0.000139,0.003288,5,0.012494,Pedestrian,1,59.420970,0.012494,Pedestrian,1.156457,0.071000,0.022444,Pedestrian,1.137500,0.070189,0.042444,Pedestrian,1.138615,0.070186,0.102446,Pedestrian,1.139533,0.070228
0.400000,59,Pedestrian,0.000000,0.562500,0.109375,0.499506,0.003408,0.008693,0.004230,0.000145,0.002482,5,1.251023,Pedestrian,1,59.420970,1.251023,Pedestrian,1.108787,0.072323,1.273158,Cyclist,1.085947,0.065372,1.292457,Cyclist,1.086472,0.065973,1.352144,Pedestrian,1.087395,0.065973
0.400000,60,Pedestrian,0.000000,0.625000,0.075000,0.499546,0.003088,0.008335,0.006640,0.000141,0.003308,5,0.013032,Pedestrian,1,59.420970,0.013032,Pedestrian,1.086820,0.069346,0.022918,Pedestrian,1.059135,0.066999,0.042926,Pedestrian,1.060008,0.067228,0.102928,Pedestrian,1.061294,0.067266
0.400000,61,Vehicle,0.000000,0.687500,0.078125,0.499605,0.002953,0.011550,0.004469,0.000178,0.003537,5,0.026539,Vehicle,1,59.420970,0.026539,Vehicle,1.079945,0.096096,0.036370,Vehicle,1.076199,0.091732,0.056370,Vehicle,1.079020,0.091849,0.116370,Vehicle,1.081120,0.091824
0.400000,62,Pedestrian,0.000000,0.625000,0.075000,0.499525,0.002746,0.007894,0.005979,0.000120,0.003134,5,1.153669,Pedestrian,1,59.420970,1.153669,Pedestrian,1.093892,0.065679,1.188751,Pedestrian,1.070090,0.062209,1.209254,Pedestrian,1.071328,0.062736,1.269852,Pedestrian,1.072541,0.062777
0.400000,63,Pedestrian,0.000000,0.750000,0.062500,0.499605,0.002583,0.008599,0.007152,0.000134,0.003029,5,0.014806,Pedestrian,1,59.420970,0.014806,Pedestrian,1.086882,0.071543,0.024755,Pedestrian,1.070404,0.071832,0.044762,Pedestrian,1.071876,0.072031,0.104764,Pedestrian,1.073194,0.072101
0.400000,64,Cyclist,0.000000,0.562500,0.109375,0.499533,0.003387,0.008059,0.003261,0.000160,0.003509,5,0.012265,Cyclist,1,59.420970,0.012265,Cyclist,1.127935,0.067047,0.022127,Cyclist,1.112177,0.061522,0.042121,Cyclist,1.112686,0.061209,0.102122,Cyclist,1.113394,0.061195
0.400000,65,Pedestrian,0.000000,0.562500,0.109375,0.499524,0.003295,0.008634,0.005473,0.000139,0.003401,5,0.013063,Pedestrian,1,59.420970,0.013063,Pedestrian,1.133380,0.071839,0.022998,Pedestrian,1.105752,0.069779,0.042999,Pedestrian,1.107291,0.069676,0.103001,Pedestrian,1.108469,0.069732
0.400000,66,Vehicle,0.000000,0.750000,0.083333,0.499693,0.002507,0.010093,0.004032,0.000202,0.002955,5,0.040847,Vehicle,1,59.420970,0.040847,Vehicle,1.129547,0.083977,0.050735,Vehicle,1.113185,0.081789,0.070734,Vehicle,1.114787,0.081711,0.130736,Vehicle,1.116148,0.081763
0.400000,67,Pedestrian,0.000000,0.687500,0.078125,0.499561,0.002774,0.008139,0.004978,0.000134,0.003201,5,0.012698,Pedestrian,1,59.420970,0.012698,Pedestrian,1.074992,0.067713,0.022564,Pedestrian,1.042963,0.063549,0.042564,Pedestrian,1.043862,0.063516,0.102564,Pedestrian,1.045009,0.063508
0.400000,68,Pedestrian,0.000000,0.625000,0.093750,0.499586,0.004033,0.008339,0.006154,0.000179,0.004294,5,0.013627,Pedestrian,1,59.420970,0.013627,Pedestrian,1.100824,0.069384,0.023584,Pedestrian,1.074797,0.067299,0.043585,Pedestrian,1.076175,0.067192,0.103586,Pedestrian,1.077318,0.067273
0.400000,69,Pedestrian,0.000000,0.625000,0.125000,0.499317,0.005189,0.013264,0.007514,0.000214,0.005542,5,2.427358,Vehicle,0,59.420970,2.427358,Vehicle,1.178847,0.110359,2.437281,Vehicle,1.172733,0.108457,2.457285,Vehicle,1.173429,0.108511,2.517286,Vehicle,1.173856,0.108519
0.400000,70,Pedestrian,0.000000,0.625000,0.125000,0.499568,0.003340,0.009955,0.006189,0.000167,0.003674,5,0.013124,Pedestrian,1,59.420970,0.013124,Pedestrian,1.145083,0.082827,0.023063,Pedestrian,1.126702,0.081561,0.043062,Pedestrian,1.127812,0.081486,0.103063,Pedestrian,1.128842,0.081505
0.400000,71,Pedestrian,0.000000,0.500000,0.100000,0.499534,0.003352,0.008881,0.006122,0.000156,0.002972,5,0.013489,Pedestrian,1,59.420970,0.013489,Pedestrian,1.121628,0.073890,0.023439,Pedestrian,1.099210,0.072513,0.043447,Pedestrian,1.100722,0.072704,0.103450,Pedestrian,1.101855,0.072811
0.400000,72,Cyclist,0.000000,0.625000,0.075000,0.499579,0.003681,0.011604,0.009427,0.000178,0.004262,5,0.013593,Cyclist,1,59.420970,0.013593,Cyclist,1.117677,0.096542,0.023426,Cyclist,1.112005,0.092235,0.043427,Cyclist,1.113529,0.092246,0.103429,Cyclist,1.114733,0.092324
0.400000,73,Pedestrian,0.000000,0.500000,0.083333,0.499530,0.003524,0.010332,0.005476,0.000147,0.003544,5,0.012901,Pedestrian,1,59.420970,0.012901,Pedestrian,1.100462,0.085962,0.022819,Pedestrian,1.078455,0.082450,0.042829,Pedestrian,1.079833,0.082705,0.102832,Pedestrian,1.081027,0.082825
0.400000,74,Vehicle,0.000000,0.562500,0.145833,0.499567,0.003560,0.013616,0.004856,0.000229,0.003890,5,1.584252,Pedestrian,0,59.420970,1.584252,Pedestrian,1.147070,0.113285,1.591087,Cyclist,1.131554,0.110664,1.611189,Cyclist,1.133085,0.110568,1.670902,Cyclist,1.134386,0.110608
0.500000,0,Cyclist,0.000000,0.187500,0.270833,0.499429,0.004974,0.007665,0.002214,0.000110,0.002770,10,1.257147,Cyclist,1,41.145840,1.302549,Pedestrian,1.190910,0.063773,1.257147,Cyclist,1.173404,0.063081,1.275209,Cyclist,1.173579,0.063107,1.334788,Cyclist,1.173985,0.063111
0.500000,1,Empty,0.000000,0.375000,0.208333,0.499373,0.003760,0.003762,0.002256,0.000023,0.002775,5,1.440770,Pedestrian,0,59.420970,1.440770,Pedestrian,1.070814,0.031302,1.467690,Cyclist,1.060006,0.030436,1.488320,Cyclist,1.060197,0.030506,1.548793,Cyclist,1.060643,0.030508
0.500000,2,Empty,0.000000,0.750000,0.062500,0.499358,0.002064,0.003065,0.003182,0.000041,0.002489,5,0.011654,Empty,1,59.420970,0.011654,Empty,1.022016,0.025498,0.021643,Empty,1.019599,0.025931,0.041636,Empty,1.019139,0.025754,0.101636,Empty,1.019656,0.025767
0.500000,3,Empty,0.000000,0.437500,0.112500,0.499364,0.003252,0.003480,0.002464,0.000033,0.002821,5,1.427888,Cyclist,0,59.420970,1.427888,Cyclist,1.053485,0.028957,1.468119,Cyclist,1.044089,0.028144,1.486146,Cyclist,1.043971,0.027776,1.546192,Cyclist,1.044521,0.027832
0.500000,4,Empty,0.000000,0.562500,0.087500,0.499382,0.003121,0.004152,0.004120,0.000057,0.002986,5,0.011728,Empty,1,59.420970,0.011728,Empty,1.047055,0.034544,0.021657,Empty,1.040480,0.033150,0.041659,Empty,1.040675,0.033237,0.101660,Empty,1.041332,0.033252
0.500000,5,Empty,0.000000,0.375000,0.125000,0.499360,0.003684,0.003980,0.003371,0.000026,0.002826,5,1.426931,Cyclist,0,59.420970,1.426931,Cyclist,1.058067,0.033112,1.459944,Cyclist,1.046907,0.032294,1.477499,Cyclist,1.047400,0.032259,1.537540,Cyclist,1.048009,0.032290
0.500000,6,Cyclist,0.000000,0.500000,0.100000,0.499496,0.003953,0.011323,0.004208,0.000162,0.003903,10,1.289798,Pedestrian,0,41.145840,1.318890,Pedestrian,1.136215,0.094203,1.289798,Pedestrian,1.118543,0.092177,1.309209,Pedestrian,1.119607,0.092282,1.369355,Pedestrian,1.120693,0.092341
0.500000,7,Pedestrian,0.000000,0.437500,0.140625,0.499553,0.004735,0.009802,0.003555,0.000193,0.004643,5,0.014492,Pedestrian,1,59.420970,0.014492,Pedestrian,1.142996,0.081554,0.024480,Pedestrian,1.122097,0.082463,0.044482,Pedestrian,1.123212,0.082363,0.104484,Pedestrian,1.124077,0.082393
0.500000,8,Pedestrian,0.000000,0.437500,0.140625,0.499359,0.004444,0.009578,0.006932,0.000123,0.003708,5,1.266600,Pedestrian,1,59.420970,1.266600,Pedestrian,1.178474,0.079685,1.307788,Cyclist,1.176128,0.078900,1.327476,Cyclist,1.176638,0.078957,1.387142,Cyclist,1.177024,0.078977
0.500000,9,Vehicle,0.000000,0.437500,0.112500,0.499556,0.003756,0.014132,0.003260,0.000218,0.003422,5,0.017812,Vehicle,1,59.420970,0.017812,Vehicle,1.132706,0.117580,0.027876,Vehicle,1.118804,0.118823,0.047876,Vehicle,1.120614,0.118720,0.107877,Vehicle,1.121924,0.118769
0.500000,10,Cyclist,0.000000,0.500000,0.125000,0.499245,0.004491,0.018256,0.007776,0.000306,0.003247,5,0.136574,Cyclist,1,59.420970,0.136574,Cyclist,1.159011,0.151886,0.146467,Cyclist,1.158525,0.148763,0.166476,Cyclist,1.159398,0.148978,0.226478,Cyclist,1.159941,0.149040
0.500000,11,Empty,0.000000,0.687500,0.062500,0.499343,0.005740,0.018509,0.010324,0.000275,0.006589,5,0.044776,Empty,1,59.420970,0.044776,Empty,1.163937,0.153998,0.054732,Empty,1.164516,0.154560,0.074737,Empty,1.165346,0.154551,0.134739,Empty,1.165903,0.154559
0.500000,12,Vehicle,0.000000,0.312500,0.171875,0.499514,0.004751,0.012627,0.001822,0.000203,0.004058,5,0.024188,Vehicle,1,59.420970,0.024188,Vehicle,1.141978,0.105059,0.034101,Vehicle,1.130404,0.102150,0.054096,Vehicle,1.132140,0.101880,0.114096,Vehicle,1.133386,0.101842
0.500000,13,Pedestrian,0.000000,0.625000,0.093750,0.499562,0.002878,0.007348,0.005305,0.000150,0.003173,5,0.012386,Pedestrian,1,59.420970,0.012386,Pedestrian,1.075763,0.061134,0.022315,Pedestrian,1.049359,0.059271,0.042326,Pedestrian,1.051133,0.059650,0.102327,Pedestrian,1.052561,0.059659
0.500000,14,Vehicle,0.000000,0.375000,0.125000,0.499532,0.004379,0.014053,0.003756,0.000202,0.004021,5,0.015483,Vehicle,1,59.420970,0.015483,Vehicle,1.142344,0.116920,0.025500,Vehicle,1.134067,0.116386,0.045513,Vehicle,1.136437,0.116788,0.105514,Vehicle,1.137887,0.116819
0.500000,15,Empty,0.000000,0.437500,0.140625,0.499358,0.004338,0.014603,0.009488,0.000194,0.002969,5,1.533674,Pedestrian,0,59.420970,1.533674,Pedestrian,1.176327,0.121498,1.542661,Cyclist,1.174488,0.116508,1.561064,Cyclist,1.175207,0.116664,1.620265,Cyclist,1.175644,0.116707
0.500000,16,Vehicle,0.000000,0.375000,0.156250,0.499529,0.004497,0.009161,0.004648,0.000209,0.004028,5,0.014293,Vehicle,1,59.420970,0.014293,Vehicle,1.132350,0.076217,0.024294,Vehicle,1.116813,0.076841,0.044291,Vehicle,1.118786,0.076744,0.104293,Vehicle,1.120195,0.076805
0.500000,17,Vehicle,0.000000,0.500000,0.166667,0.499534,0.004424,0.007921,0.007178,0.000178,0.004492,5,0.012860,Vehicle,1,59.420970,0.012860,Vehicle,1.148436,0.065901,0.022816,Vehicle,1.131941,0.065026,0.042818,Vehicle,1.133456,0.065020,0.102820,Vehicle,1.134599,0.065065
0.500000,18,Empty,0.000000,0.437500,0.093750,0.499372,0.003279,0.003480,0.003447,0.000048,0.002766,5,1.426441,Cyclist,0,59.420970,1.426441,Cyclist,1.043006,0.028956,1.464722,Cyclist,1.034855,0.028980,1.482633,Cyclist,1.035042,0.029525,1.542668,Cyclist,1.035751,0.029620
0.500000,19,Cyclist,0.000000,0.625000,0.075000,0.499475,0.003432,0.010024,0.003366,0.000169,0.003179,5,0.013791,Cyclist,1,59.420970,0.013791,Cyclist,1.105177,0.083397,0.023714,Cyclist,1.093477,0.080742,0.043716,Cyclist,1.094648,0.080724,0.103718,Cyclist,1.095668,0.080794
0.500000,20,Vehicle,0.000000,0.562500,0.087500,0.499592,0.003230,0.012438,0.004294,0.000206,0.003511,5,1.636254,Pedestrian,0,59.420970,1.636254,Pedestrian,1.156276,0.103486,1.662400,Pedestrian,1.141226,0.102343,1.686225,Pedestrian,1.142460,0.102523,1.747460,Pedestrian,1.143520,0.102575
0.500000,21,Empty,0.000000,0.500000,0.125000,0.499366,0.003402,0.003582,0.003032,0.000047,0.003091,5,1.424464,Pedestrian,0,59.420970,1.424464,Pedestrian,1.056840,0.029798,1.462417,Cyclist,1.047006,0.028893,1.483455,Cyclist,1.047533,0.028701,1.543536,Cyclist,1.048144,0.028744
0.500000,22,Cyclist,0.000000,0.375000,0.104167,0.499511,0.004048,0.013417,0.004428,0.000170,0.002958,10,1.286494,Cyclist,1,41.145840,1.322257,Pedestrian,1.157759,0.111631,1.286494,Cyclist,1.142134,0.112156,1.305741,Cyclist,1.142802,0.112296,1.365634,Cyclist,1.143553,0.112404
0.500000,23,Empty,0.000000,0.687500,0.078125,0.499361,0.002126,0.003439,0.003077,0.000037,0.002608,5,0.011607,Empty,1,59.420970,0.011607,Empty,1.040266,0.028614,0.021575,Empty,1.031647,0.027577,0.041573,Empty,1.031386,0.027358,0.101573,Empty,1.031878,0.027328
0.500000,24,Empty,0.000000,0.687500,0.078125,0.499378,0.002487,0.004050,0.003187,0.000045,0.002828,5,0.011644,Empty,1,59.420970,0.011644,Empty,1.025741,0.033694,0.021616,Empty,1.017816,0.033024,0.041610,Empty,1.017663,0.033021,0.101610,Empty,1.018205,0.033029
0.500000,25,Cyclist,0.000000,0.625000,0.125000,0.499390,0.004492,0.008666,0.014442,0.000148,0.004178,5,4.585739,Vehicle,0,59.420970,4.585739,Vehicle,1.153951,0.072097,4.595719,Vehicle,1.155486,0.070600,4.615720,Vehicle,1.156180,0.070656,4.675721,Vehicle,1.156521,0.070663
0.500000,26,Pedestrian,0.000000,0.625000,0.093750,0.499551,0.003056,0.008556,0.004456,0.000146,0.003311,5,1.162715,Pedestrian,1,59.420970,1.162715,Pedestrian,1.118738,0.071187,1.178749,Pedestrian,1.095601,0.067753,1.193233,Pedestrian,1.095986,0.067900,1.253378,Pedestrian,1.096984,0.067945
0.500000,27,Cyclist,0.000000,0.812500,0.062500,0.499614,0.002071,0.008252,0.003422,0.000135,0.002566,5,0.013027,Cyclist,1,59.420970,0.013027,Cyclist,1.112425,0.068656,0.022949,Cyclist,1.101840,0.066085,0.042958,Cyclist,1.102656,0.066565,0.102959,Cyclist,1.103654,0.066613
0.500000,28,Cyclist,0.000000,0.500000,0.083333,0.499518,0.004033,0.011026,0.006862,0.000161,0.004098,5,0.098193,Cyclist,1,59.420970,0.098193,Cyclist,1.154251,0.091736,0.108086,Cyclist,1.145265,0.089933,0.128086,Cyclist,1.146447,0.089867,0.188088,Cyclist,1.147407,0.089923
0.500000,29,Vehicle,0.000000,0.562500,0.145833,0.499584,0.003238,0.009448,0.003714,0.000197,0.003552,5,0.277012,Vehicle,1,59.420970,0.277012,Vehicle,1.112920,0.078607,0.286916,Vehicle,1.099259,0.075177,0.306913,Vehicle,1.101777,0.075087,0.366914,Vehicle,1.103513,0.075122
0.500000,30,Empty,0.000000,0.625000,0.075000,0.499347,0.003139,0.003843,0.003842,0.000045,0.002844,5,0.011809,Empty,1,59.420970,0.011809,Empty,1.025583,0.031976,0.021794,Empty,1.018784,0.034493,0.041784,Empty,1.018724,0.033987,0.101785,Empty,1.019310,0.034034
0.500000,31,Empty,0.000000,0.312500,0.137500,0.499372,0.004013,0.004464,0.003917,0.000033,0.002629,5,0.011765,Empty,1,59.420970,0.011765,Empty,1.065268,0.037137,0.021698,Empty,1.055338,0.035517,0.041699,Empty,1.055844,0.035544,0.101699,Empty,1.056457,0.035536
0.500000,32,Empty,0.000000,0.500000,0.166667,0.499367,0.003435,0.003531,0.003153,0.000039,0.002873,5,1.424795,Pedestrian,0,59.420970,1.424795,Pedestrian,1.066195,0.029375,1.455254,Cyclist,1.051950,0.027427,1.475981,Cyclist,1.052356,0.027471,1.536370,Cyclist,1.052886,0.027519
0.500000,33,Cyclist,0.000000,0.375000,0.208333,0.499489,0.004386,0.008647,0.002822,0.000161,0.003586,10,1.285968,Cyclist,1,41.145840,1.329860,Pedestrian,1.175111,0.071947,1.285968,Cyclist,1.156253,0.071743,1.304586,Cyclist,1.156924,0.071945,1.364109,Cyclist,1.157723,0.071981
0.500000,34,Vehicle,0.000000,0.562500,0.109375,0.499579,0.003052,0.013486,0.003255,0.000206,0.003108,5,1.616872,Pedestrian,0,59.420970,1.616872,Pedestrian,1.129678,0.112208,1.621882,Cyclist,1.117884,0.112219,1.642253,Cyclist,1.120352,0.111868,1.702082,Cyclist,1.121910,0.111857
0.500000,35,Empty,0.000000,0.437500,0.112500,0.499370,0.003667,0.003734,0.003174,0.000052,0.002912,5,1.404472,Pedestrian,0,59.420970,1.404472,Pedestrian,1.048564,0.031068,1.426329,Cyclist,1.040707,0.032468,1.444665,Cyclist,1.040749,0.032178,1.504197,Cyclist,1.041317,0.032233
0.500000,36,Empty,0.000000,0.562500,0.109375,0.499364,0.003061,0.003330,0.003040,0.000029,0.002990,5,0.011628,Empty,1,59.420970,0.011628,Empty,1.033253,0.027704,0.021607,Empty,1.025541,0.026849,0.041604,Empty,1.026311,0.026785,0.101605,Empty,1.026963,0.026797
0.500000,37,Cyclist,0.000000,0.625000,0.093750,0.499580,0.003303,0.008381,0.003598,0.000185,0.003393,10,1.251177,Cyclist,1,41.145840,1.286494,Pedestrian,1.131425,0.069731,1.251177,Cyclist,1.113876,0.068975,1.270900,Cyclist,1.115770,0.068951,1.331099,Cyclist,1.117219,0.068982
0.500000,38,Empty,0.000000,0.562500,0.072917,0.499376,0.002714,0.003519,0.003722,0.000049,0.002991,5,1.422026,Pedestrian,0,59.420970,1.422026,Pedestrian,1.039495,0.029276,1.471768,Pedestrian,1.032682,0.028480,1.491687,Pedestrian,1.032905,0.028370,1.551682,Pedestrian,1.033599,0.028405
