dropout_p,sequence_id,true_class,obs_ratio,gap_length,r_uncertainty,v_uncertainty,kin_residual,acc_residual,energy_residual,snr_quality,est_range,est_velocity,oracle_lambda,oracle_J,oracle_l_perc,oracle_l_recon,oracle_l_phys,oracle_kin_res,oracle_r_mae,oracle_v_mae,oracle_pred,oracle_correct,fixed_lambda,fixed_J,fixed_l_perc,fixed_l_recon,fixed_l_phys,fixed_kin_res,fixed_r_mae,fixed_v_mae,fixed_pred,fixed_correct,J_lambda_0.0000,J_lambda_0.0025,J_lambda_0.0050,J_lambda_0.0100,J_lambda_0.0200,J_lambda_0.0500
0.300000,65,Pedestrian,0.437500,0.187500,0.000136,0.003566,0.008697,0.037189,0.005631,0.000000,0.499489,0.003785,0.050000,0.288493,0.001597,1.142359,0.005226,0.072352,0.025721,0.033330,Pedestrian,1,0.010000,0.288496,0.001597,1.142367,0.005228,0.072358,0.025721,0.033331,Pedestrian,1,0.288496,0.288496,0.288496,0.288496,0.288495,0.288493
0.300000,66,Vehicle,0.750000,0.125000,0.000202,0.003196,0.010128,0.035762,0.004196,0.000000,0.499666,0.002681,0.050000,0.316299,0.028817,1.142395,0.007533,0.084256,0.042102,0.073388,Vehicle,1,0.010000,0.316304,0.028817,1.142412,0.007534,0.084263,0.042102,0.073389,Vehicle,1,0.316305,0.316305,0.316304,0.316304,0.316303,0.316299
0.300000,67,Pedestrian,0.625000,0.125000,0.000148,0.003319,0.006767,0.047096,0.003983,0.000000,0.499572,0.003062,0.020000,0.275574,0.001239,1.092649,0.004693,0.056294,0.029926,0.030852,Pedestrian,1,0.010000,0.275574,0.001239,1.092649,0.004693,0.056297,0.029926,0.030852,Pedestrian,1,0.275574,0.275574,0.275575,0.275574,0.275574,0.275574
0.300000,68,Pedestrian,0.750000,0.125000,0.000161,0.003732,0.006037,0.034044,0.004206,0.000000,0.499606,0.003513,0.000000,1.484571,1.207587,1.104029,0.003908,0.050228,0.044689,0.040785,Cyclist,0,0.010000,1.484582,1.207598,1.104028,0.003908,0.050227,0.044689,0.040785,Cyclist,0,1.484571,1.484578,1.484580,1.484582,1.484586,1.484609
0.300000,69,Pedestrian,0.875000,0.062500,0.000262,0.005279,0.013382,0.086985,0.007613,0.000000,0.499383,0.004274,0.050000,2.704044,2.413503,1.143260,0.018905,0.111334,0.009699,0.901246,Vehicle,0,0.010000,2.704045,2.413503,1.143264,0.018907,0.111337,0.009699,0.901244,Vehicle,0,2.704046,2.704045,2.704045,2.704045,2.704045,2.704044
0.300000,70,Pedestrian,0.812500,0.093750,0.000141,0.002896,0.006419,0.037971,0.004185,0.000000,0.499631,0.002314,0.050000,0.273722,0.001481,1.084616,0.004347,0.053399,0.016483,0.029865,Pedestrian,1,0.010000,0.273726,0.001481,1.084630,0.004348,0.053406,0.016483,0.029866,Pedestrian,1,0.273727,0.273727,0.273726,0.273726,0.273725,0.273722
0.300000,71,Pedestrian,0.750000,0.083333,0.000132,0.002417,0.004863,0.030221,0.006424,0.000000,0.499556,0.002045,0.002500,1.445875,1.174123,1.083986,0.003022,0.040459,0.023249,0.025597,Pedestrian,1,0.010000,1.445886,1.174133,1.083987,0.003022,0.040459,0.023249,0.025597,Pedestrian,1,1.445880,1.445875,1.445879,1.445886,1.445889,1.445898
0.300000,72,Cyclist,0.812500,0.187500,0.000151,0.003849,0.007732,0.041706,0.005151,0.000000,0.499609,0.003028,0.000000,0.290494,0.000894,1.153542,0.004859,0.064330,0.035438,0.055752,Cyclist,1,0.010000,0.290495,0.000894,1.153545,0.004859,0.064330,0.035438,0.055752,Cyclist,1,0.290494,0.290495,0.290495,0.290495,0.290496,0.290499
0.300000,73,Pedestrian,0.687500,0.078125,0.000127,0.003052,0.006552,0.045323,0.005556,0.000000,0.499564,0.002510,0.002500,1.432193,1.160649,1.081539,0.004636,0.054509,0.036018,0.035648,Pedestrian,1,0.010000,1.432198,1.160654,1.081537,0.004636,0.054509,0.036018,0.035648,Pedestrian,1,1.432193,1.432193,1.432204,1.432198,1.432209,1.432218
0.300000,74,Vehicle,0.687500,0.078125,0.000222,0.003479,0.013629,0.053141,0.006613,0.000000,0.499627,0.003028,0.050000,0.280528,0.006417,1.084616,0.011828,0.113377,0.029665,0.062807,Vehicle,1,0.010000,0.280537,0.006417,1.084648,0.011830,0.113389,0.029665,0.062807,Vehicle,1,0.280539,0.280539,0.280538,0.280537,0.280535,0.280528
0.400000,0,Cyclist,0.562500,0.218750,0.000148,0.003726,0.008532,0.030929,0.002315,0.000000,0.499528,0.003487,0.010000,0.291283,0.002980,1.148337,0.004875,0.070988,0.024623,0.066379,Cyclist,1,0.010000,0.291283,0.002980,1.148337,0.004875,0.070988,0.024623,0.066379,Cyclist,1,0.291283,0.291283,0.291283,0.291283,0.291283,0.291283
0.400000,1,Empty,0.437500,0.112500,0.000030,0.002750,0.003603,0.042614,0.002836,0.000000,0.499371,0.003554,0.000000,1.707309,1.444404,1.048999,0.002622,0.029974,0.029043,0.044881,Pedestrian,0,0.010000,1.707312,1.444407,1.048998,0.002622,0.029970,0.029043,0.044881,Pedestrian,0,1.707309,1.707309,1.707316,1.707312,1.707312,1.707325
0.400000,2,Empty,0.750000,0.062500,0.000041,0.002409,0.003202,0.041353,0.004544,0.000000,0.499365,0.001961,0.050000,0.255271,0.001059,1.014605,0.002242,0.026638,0.023330,0.027000,Empty,1,0.010000,0.255273,0.001059,1.014615,0.002243,0.026638,0.023330,0.027000,Empty,1,0.255273,0.255273,0.255273,0.255273,0.255273,0.255271
0.400000,3,Empty,0.500000,0.071429,0.000032,0.002704,0.003375,0.056693,0.004123,0.000000,0.499367,0.003260,0.002500,1.706501,1.446945,1.035414,0.002812,0.028079,0.018671,0.035515,Cyclist,0,0.010000,1.706507,1.446950,1.035414,0.002812,0.028079,0.018671,0.035515,Cyclist,0,1.706504,1.706501,1.706503,1.706507,1.706510,1.706521
0.400000,4,Empty,0.687500,0.062500,0.000061,0.002707,0.003839,0.051271,0.003443,0.000000,0.499376,0.002367,0.050000,0.256707,0.000938,1.020147,0.002929,0.031936,0.023415,0.023683,Empty,1,0.010000,0.256709,0.000938,1.020153,0.002929,0.031937,0.023415,0.023683,Empty,1,0.256709,0.256709,0.256709,0.256709,0.256708,0.256707
0.400000,5,Empty,0.750000,0.062500,0.000039,0.002717,0.002374,0.047251,0.003118,0.000000,0.499377,0.002223,0.050000,0.255417,0.000951,1.015504,0.002357,0.019751,0.024298,0.023683,Empty,1,0.010000,0.255417,0.000951,1.015505,0.002358,0.019752,0.024298,0.023683,Empty,1,0.255417,0.255417,0.255417,0.255417,0.255417,0.255417
0.400000,6,Cyclist,0.687500,0.104167,0.000154,0.003390,0.008862,0.047382,0.004858,0.000000,0.499554,0.003023,0.002500,0.277654,0.001593,1.097763,0.006480,0.073736,0.020326,0.069423,Cyclist,1,0.010000,0.277655,0.001593,1.097766,0.006480,0.073736,0.020326,0.069423,Cyclist,1,0.277655,0.277654,0.277655,0.277655,0.277655,0.277657
0.400000,7,Pedestrian,0.750000,0.083333,0.000183,0.003765,0.006885,0.043418,0.002966,0.000000,0.499653,0.003302,0.002500,1.543241,1.267223,1.099044,0.005028,0.057287,0.055008,0.032901,Cyclist,0,0.010000,1.543244,1.267226,1.099044,0.005028,0.057287,0.055008,0.032901,Cyclist,0,1.543248,1.543241,1.543248,1.543244,1.543256,1.543267
0.400000,8,Pedestrian,0.562500,0.072917,0.000176,0.005063,0.013683,0.079622,0.010277,0.000000,0.499286,0.005012,0.050000,4.623297,4.333298,1.145810,0.014184,0.113813,0.007637,0.616258,Empty,0,0.010000,4.623301,4.333298,1.145821,0.014189,0.113837,0.007637,0.616258,Empty,0,4.623301,4.623301,4.623301,4.623301,4.623299,4.623297
0.400000,9,Vehicle,0.375000,0.156250,0.000241,0.003759,0.013403,0.048527,0.002724,0.000000,0.499562,0.004254,0.050000,0.291199,0.005128,1.132763,0.011523,0.111483,0.030774,0.086705,Vehicle,1,0.010000,0.291208,0.005128,1.132794,0.011527,0.111511,0.030774,0.086706,Vehicle,1,0.291210,0.291210,0.291209,0.291208,0.291206,0.291199
0.400000,10,Cyclist,0.687500,0.104167,0.000322,0.005523,0.017773,0.066009,0.007281,0.000000,0.499268,0.005595,0.050000,0.416019,0.120868,1.152180,0.028424,0.147865,0.012161,0.868618,Cyclist,1,0.010000,0.416022,0.120868,1.152189,0.028425,0.147867,0.012161,0.868619,Cyclist,1,0.416023,0.416023,0.416023,0.416022,0.416022,0.416019
0.400000,11,Empty,0.687500,0.078125,0.000302,0.006742,0.025075,0.100913,0.014948,0.000000,0.499287,0.006224,0.000000,1.725002,1.429031,1.133737,0.050147,0.208621,0.011528,0.809491,Cyclist,0,0.010000,1.725011,1.429042,1.133733,0.050145,0.208612,0.011528,0.809492,Cyclist,0,1.725002,1.725005,1.725008,1.725011,1.725026,1.725067
0.400000,12,Vehicle,0.687500,0.104167,0.000195,0.003803,0.009247,0.045578,0.003007,0.000000,0.499662,0.003435,0.050000,0.293110,0.011537,1.119449,0.006841,0.076916,0.031817,0.077609,Vehicle,1,0.010000,0.293119,0.011537,1.119484,0.006844,0.076932,0.031817,0.077609,Vehicle,1,0.293121,0.293121,0.293120,0.293119,0.293117,0.293110
0.400000,13,Pedestrian,0.250000,0.187500,0.000132,0.002959,0.008991,0.041088,0.003426,0.000000,0.499456,0.004467,0.050000,0.286200,0.001206,1.134607,0.005368,0.074803,0.030682,0.036864,Pedestrian,1,0.010000,0.286201,0.001206,1.134610,0.005369,0.074808,0.030683,0.036865,Pedestrian,1,0.286201,0.286201,0.286201,0.286201,0.286201,0.286200
0.400000,14,Vehicle,0.875000,0.125000,0.000144,0.002902,0.006021,0.022045,0.003988,0.000000,0.499743,0.002644,0.050000,0.284012,0.002651,1.122229,0.003214,0.050097,0.051125,0.076238,Vehicle,1,0.010000,0.284014,0.002651,1.122241,0.003214,0.050097,0.051125,0.076238,Vehicle,1,0.284015,0.284015,0.284015,0.284014,0.284014,0.284012
0.400000,15,Empty,0.500000,0.083333,0.000255,0.003965,0.017161,0.069466,0.013021,0.000000,0.499352,0.004962,0.000000,1.769519,1.477288,1.150198,0.018724,0.142778,0.008828,0.639241,Cyclist,0,0.010000,1.769535,1.477305,1.150199,0.018722,0.142774,0.008828,0.639241,Cyclist,0,1.769519,1.769524,1.769527,1.769535,1.769536,1.769561
0.400000,16,Vehicle,0.687500,0.156250,0.000190,0.003400,0.009757,0.030386,0.003647,0.000000,0.499619,0.002861,0.050000,1.852301,1.566145,1.138147,0.006478,0.081174,0.025912,0.080326,Cyclist,0,0.010000,1.852347,1.566186,1.138166,0.006479,0.081182,0.025912,0.080326,Cyclist,0,1.852355,1.852354,1.852348,1.852347,1.852336,1.852301
0.400000,17,Vehicle,0.750000,0.083333,0.000183,0.003612,0.008842,0.046256,0.007335,0.000000,0.499613,0.003214,0.050000,0.280995,0.001337,1.111812,0.006819,0.073557,0.052957,0.059951,Vehicle,1,0.010000,0.280999,0.001337,1.111826,0.006819,0.073563,0.052957,0.059951,Vehicle,1,0.280999,0.280999,0.280999,0.280999,0.280998,0.280995
0.400000,18,Empty,0.500000,0.125000,0.000042,0.002698,0.003434,0.039949,0.002954,0.000000,0.499374,0.003184,0.000000,1.706025,1.443317,1.048339,0.002494,0.028570,0.021165,0.037743,Cyclist,0,0.010000,1.706036,1.443328,1.048339,0.002494,0.028568,0.021165,0.037743,Cyclist,0,1.706025,1.706031,1.706039,1.706036,1.706037,1.706054
0.400000,19,Cyclist,0.625000,0.093750,0.000177,0.003146,0.009814,0.038823,0.003394,0.000000,0.499481,0.002981,0.050000,1.508732,1.224919,1.126548,0.008703,0.081645,0.022472,0.067542,Pedestrian,0,0.010000,1.508741,1.224929,1.126544,0.008703,0.081649,0.022472,0.067543,Pedestrian,0,1.508744,1.508741,1.508737,1.508741,1.508742,1.508732
0.400000,20,Vehicle,0.500000,0.125000,0.000209,0.003303,0.011045,0.041710,0.004125,0.000000,0.499586,0.003267,0.050000,0.297690,0.014592,1.124008,0.008383,0.091875,0.029474,0.086439,Vehicle,1,0.010000,0.297695,0.014592,1.124029,0.008385,0.091891,0.029474,0.086439,Vehicle,1,0.297696,0.297696,0.297696,0.297695,0.297694,0.297690
0.400000,21,Empty,0.750000,0.083333,0.000046,0.002647,0.002264,0.040619,0.002278,0.000000,0.499383,0.002057,0.050000,0.259087,0.000996,1.030206,0.002158,0.018835,0.018327,0.038869,Empty,1,0.010000,0.259089,0.000996,1.030213,0.002158,0.018835,0.018327,0.038870,Empty,1,0.259089,0.259089,0.259089,0.259089,0.259089,0.259087
0.400000,22,Cyclist,0.562500,0.145833,0.000170,0.003055,0.010790,0.040666,0.004940,0.000000,0.499554,0.003153,0.050000,0.672676,0.385909,1.139883,0.007188,0.089765,0.030151,0.082438,Cyclist,1,0.010000,0.672678,0.385909,1.139891,0.007189,0.089775,0.030151,0.082439,Cyclist,1,0.672679,0.672679,0.672679,0.672678,0.672678,0.672676
0.400000,23,Empty,0.437500,0.140625,0.000027,0.002736,0.004545,0.032362,0.002510,0.000000,0.499356,0.003249,0.050000,0.265017,0.001007,1.053545,0.002497,0.037806,0.015742,0.038261,Empty,1,0.010000,0.265018,0.001007,1.053549,0.002497,0.037811,0.015742,0.038262,Empty,1,0.265018,0.265019,0.265018,0.265018,0.265018,0.265017
0.400000,24,Empty,0.687500,0.078125,0.000046,0.002805,0.003875,0.037697,0.002515,0.000000,0.499371,0.002411,0.050000,1.688423,1.428497,1.037189,0.002515,0.032236,0.016900,0.030967,Cyclist,0,0.010000,1.688427,1.428500,1.037192,0.002516,0.032244,0.016900,0.030968,Cyclist,0,1.688427,1.688429,1.688432,1.688427,1.688425,1.688423
0.400000,25,Cyclist,0.562500,0.072917,0.000180,0.004244,0.008521,0.050333,0.014067,0.000000,0.499430,0.005242,0.050000,1.595104,1.301838,1.165753,0.007308,0.070882,0.013037,0.598002,Pedestrian,0,0.010000,1.595148,1.301883,1.165752,0.007311,0.070894,0.013037,0.598003,Pedestrian,0,1.595156,1.595153,1.595154,1.595148,1.595135,1.595104
0.400000,26,Pedestrian,0.687500,0.104167,0.000144,0.003075,0.007756,0.042907,0.003399,0.000000,0.499587,0.002621,0.050000,0.276217,0.001318,1.094544,0.005051,0.064522,0.034235,0.030462,Pedestrian,1,0.010000,0.276219,0.001318,1.094552,0.005052,0.064533,0.034235,0.030462,Pedestrian,1,0.276219,0.276219,0.276219,0.276219,0.276219,0.276217
0.400000,27,Cyclist,0.750000,0.062500,0.000136,0.002583,0.007730,0.044142,0.004290,0.000000,0.499604,0.002150,0.050000,0.274499,0.001754,1.086172,0.004806,0.064305,0.014308,0.067623,Cyclist,1,0.010000,0.274500,0.001754,1.086175,0.004806,0.064309,0.014308,0.067623,Cyclist,1,0.274499,0.274499,0.274499,0.274500,0.274499,0.274499
0.400000,28,Cyclist,0.687500,0.062500,0.000209,0.004685,0.012543,0.084213,0.008452,0.000000,0.499635,0.003974,0.005000,1.507693,1.230294,1.096620,0.012980,0.104362,0.049276,0.049054,Pedestrian,0,0.010000,1.507701,1.230301,1.096622,0.012979,0.104354,0.049276,0.049054,Pedestrian,0,1.507695,1.507694,1.507693,1.507701,1.507703,1.507716
0.400000,29,Vehicle,0.500000,0.100000,0.000207,0.003394,0.013488,0.047999,0.002692,0.000000,0.499572,0.003352,0.050000,1.898917,1.615073,1.124534,0.010841,0.112197,0.035992,0.047843,Cyclist,0,0.010000,1.899006,1.615152,1.124572,0.010845,0.112220,0.035993,0.047843,Cyclist,0,1.899036,1.899026,1.899017,1.899006,1.898983,1.898917
0.400000,30,Empty,0.625000,0.075000,0.000042,0.002788,0.003907,0.047005,0.003214,0.000000,0.499356,0.003016,0.000000,1.689829,1.430575,1.034100,0.002915,0.032502,0.027955,0.028343,Cyclist,0,0.010000,1.689833,1.430579,1.034100,0.002915,0.032500,0.027955,0.028342,Cyclist,0,1.689829,1.689833,1.689830,1.689833,1.689842,1.689855
0.400000,31,Empty,0.625000,0.093750,0.000031,0.002804,0.003201,0.034298,0.002510,0.000000,0.499384,0.002366,0.050000,1.655793,1.399272,1.023862,0.002222,0.026628,0.020436,0.033986,Cyclist,0,0.010000,1.655805,1.399283,1.023866,0.002222,0.026628,0.020436,0.033986,Cyclist,0,1.655804,1.655809,1.655807,1.655805,1.655803,1.655793
0.400000,32,Empty,0.562500,0.062500,0.000023,0.002800,0.002871,0.055720,0.004207,0.000000,0.499365,0.003006,0.020000,1.676818,1.417657,1.033957,0.002684,0.023890,0.020723,0.031289,Cyclist,0,0.010000,1.676819,1.417659,1.033957,0.002684,0.023890,0.020723,0.031289,Cyclist,0,1.676819,1.676820,1.676820,1.676819,1.676818,1.676826
0.400000,33,Cyclist,0.750000,0.083333,0.000145,0.003144,0.008154,0.039190,0.002918,0.000000,0.499611,0.002599,0.050000,0.282797,0.006647,1.099013,0.005584,0.067829,0.016935,0.050662,Cyclist,1,0.010000,0.282800,0.006647,1.099027,0.005585,0.067837,0.016935,0.050662,Cyclist,1,0.282802,0.282802,0.282801,0.282800,0.282799,0.282797
0.400000,34,Vehicle,0.562500,0.109375,0.000194,0.003245,0.010739,0.042541,0.003834,0.000000,0.499589,0.003180,0.050000,5.123874,4.840913,1.123961,0.007884,0.089336,0.034874,0.053512,Cyclist,0,0.010000,5.123881,4.840913,1.123988,0.007885,0.089346,0.034874,0.053512,Cyclist,0,5.123883,5.123883,5.123882,5.123881,5.123880,5.123874
0.400000,35,Empty,0.687500,0.078125,0.000040,0.002641,0.003000,0.043399,0.002671,0.000000,0.499365,0.002291,0.050000,0.255969,0.001098,1.017077,0.002406,0.024960,0.035520,0.036216,Empty,1,0.010000,0.255970,0.001098,1.017082,0.002406,0.024960,0.035520,0.036217,Empty,1,0.255971,0.255970,0.255970,0.255970,0.255970,0.255969
0.400000,36,Empty,0.562500,0.109375,0.000026,0.002827,0.002636,0.035899,0.002403,0.000000,0.499372,0.002614,0.050000,0.260075,0.001029,1.034072,0.002115,0.021925,0.024738,0.032333,Empty,1,0.010000,0.260077,0.001029,1.034077,0.002115,0.021929,0.024738,0.032334,Empty,1,0.260077,0.260077,0.260077,0.260077,0.260076,0.260075
0.400000,37,Cyclist,0.562500,0.087500,0.000167,0.003277,0.011464,0.046754,0.003648,0.000000,0.499536,0.003324,0.050000,1.513263,1.231562,1.118894,0.007910,0.095368,0.135041,0.209634,Cyclist,1,0.010000,1.513292,1.231587,1.118908,0.007911,0.095376,0.135041,0.209634,Cyclist,1,1.513303,1.513297,1.513294,1.513292,1.513281,1.513263
0.400000,38,Empty,0.562500,0.087500,0.000045,0.003041,0.002607,0.052437,0.003117,0.000000,0.499382,0.003140,0.010000,1.695815,1.437387,1.030959,0.002753,0.021690,0.023495,0.032611,Cyclist,0,0.010000,1.695815,1.437387,1.030959,0.002753,0.021690,0.023495,0.032611,Cyclist,0,1.695816,1.695819,1.695825,1.695815,1.695826,1.695830
0.400000,39,Empty,0.812500,0.062500,0.000038,0.002332,0.002737,0.030614,0.003074,0.000000,0.499366,0.001736,0.050000,0.253736,0.000983,1.009053,0.001958,0.022771,0.027707,0.030739,Empty,1,0.010000,0.253737,0.000983,1.009059,0.001958,0.022775,0.027707,0.030740,Empty,1,0.253737,0.253737,0.253737,0.253737,0.253737,0.253736
0.400000,40,Vehicle,0.437500,0.140625,0.000199,0.003703,0.011684,0.045081,0.004930,0.000000,0.499534,0.003911,0.050000,0.287313,0.001200,1.135245,0.009207,0.097196,0.068839,0.039367,Vehicle,1,0.010000,0.287319,0.001200,1.135268,0.009210,0.097213,0.068839,0.039368,Vehicle,1,0.287321,0.287321,0.287320,0.287319,0.287318,0.287313
0.400000,41,Empty,0.562500,0.145833,0.000018,0.002860,0.003276,0.024403,0.002798,0.000000,0.499362,0.002790,0.050000,0.264614,0.001015,1.052528,0.001871,0.027255,0.018250,0.033978,Empty,1,0.010000,0.264615,0.001015,1.052530,0.001871,0.027256,0.018250,0.033978,Empty,1,0.264615,0.264615,0.264615,0.264615,0.264615,0.264614
0.400000,42,Vehicle,0.750000,0.083333,0.000190,0.002879,0.011607,0.041382,0.004207,0.000000,0.499624,0.002441,0.050000,1.838678,1.560194,1.104781,0.009154,0.096552,0.026262,0.071636,Cyclist,0,0.010000,1.838734,1.560237,1.104832,0.009156,0.096563,0.026262,0.071635,Cyclist,0,1.838748,1.838744,1.838747,1.838734,1.838719,1.838678
0.400000,43,Empty,0.500000,0.100000,0.000032,0.002828,0.003461,0.044355,0.004011,0.000000,0.499374,0.003432,0.000000,1.700287,1.443173,1.025908,0.002550,0.028799,0.015040,0.034909,Cyclist,0,0.010000,1.700290,1.443175,1.025908,0.002550,0.028798,0.015040,0.034909,Cyclist,0,1.700287,1.700292,1.700293,1.700290,1.700296,1.700312
0.400000,44,Vehicle,0.250000,0.187500,0.000159,0.003039,0.011015,0.040029,0.002685,0.000000,0.499465,0.004556,0.050000,0.292200,0.005817,1.137964,0.007565,0.091624,0.041633,0.041141,Vehicle,1,0.010000,0.292207,0.005817,1.137991,0.007567,0.091640,0.041633,0.041140,Vehicle,1,0.292209,0.292208,0.292208,0.292207,0.292205,0.292200
0.400000,45,Cyclist,0.562500,0.109375,0.000152,0.003820,0.007876,0.055086,0.007683,0.000000,0.499527,0.003778,0.050000,0.291633,0.011969,1.112813,0.005841,0.065519,0.040582,0.044639,Cyclist,1,0.010000,0.291634,0.011969,1.112815,0.005842,0.065523,0.040582,0.044639,Cyclist,1,0.291634,0.291634,0.291634,0.291634,0.291634,0.291633
0.400000,46,Cyclist,0.812500,0.093750,0.000144,0.003719,0.006202,0.041979,0.004133,0.000000,0.499594,0.003461,0.002500,0.461124,0.190171,1.079492,0.004319,0.051605,0.071109,0.064290,Cyclist,1,0.010000,0.461124,0.190171,1.079493,0.004319,0.051605,0.071109,0.064290,Cyclist,1,0.461124,0.461124,0.461124,0.461124,0.461124,0.461124
0.400000,47,Pedestrian,0.750000,0.083333,0.000149,0.002967,0.009987,0.045262,0.005948,0.000000,0.499607,0.002494,0.050000,0.273027,0.006105,1.061176,0.006509,0.083077,0.024260,0.036657,Pedestrian,1,0.010000,0.273031,0.006105,1.061193,0.006511,0.083092,0.024260,0.036657,Pedestrian,1,0.273032,0.273032,0.273032,0.273031,0.273030,0.273027
0.400000,48,Empty,0.687500,0.104167,0.000257,0.004958,0.018086,0.064402,0.011856,0.000000,0.499449,0.004920,0.050000,4.604888,4.308536,1.165056,0.020354,0.150443,0.007778,0.664331,Vehicle,0,0.010000,4.604889,4.308536,1.165056,0.020358,0.150470,0.007778,0.664331,Vehicle,0,4.604890,4.604890,4.604889,4.604889,4.604889,4.604888
0.400000,49,Vehicle,0.375000,0.156250,0.000186,0.003690,0.011363,0.049696,0.004983,0.000000,0.499517,0.004244,0.050000,0.289000,0.002293,1.138504,0.008324,0.094513,0.055760,0.038152,Vehicle,1,0.010000,0.289007,0.002293,1.138529,0.008327,0.094537,0.055761,0.038151,Vehicle,1,0.289009,0.289008,0.289008,0.289007,0.289005,0.289000
0.400000,50,Empty,0.687500,0.078125,0.000050,0.002755,0.003714,0.045873,0.003517,0.000000,0.499381,0.002350,0.050000,0.257456,0.000999,1.023223,0.002604,0.030903,0.020318,0.030500,Empty,1,0.010000,0.257457,0.000999,1.023230,0.002604,0.030903,0.020318,0.030500,Empty,1,0.257458,0.257458,0.257457,0.257457,0.257457,0.257456
0.400000,51,Vehicle,0.687500,0.078125,0.000201,0.003088,0.011960,0.041469,0.005958,0.000000,0.499667,0.002605,0.050000,0.446363,0.165623,1.114589,0.008371,0.099492,0.037145,0.085348,Vehicle,1,0.010000,0.446371,0.165623,1.114619,0.008372,0.099502,0.037145,0.085348,Vehicle,1,0.446373,0.446373,0.446372,0.446371,0.446369,0.446363
0.400000,52,Pedestrian,0.625000,0.125000,0.000167,0.003509,0.007461,0.041382,0.003884,0.000000,0.499592,0.002970,0.050000,0.284401,0.003481,1.118371,0.005308,0.062064,0.031500,0.025466,Pedestrian,1,0.010000,0.284404,0.003481,1.118385,0.005309,0.062076,0.031500,0.025466,Pedestrian,1,0.284405,0.284405,0.284405,0.284404,0.284404,0.284401
0.400000,53,Vehicle,0.687500,0.078125,0.000209,0.003295,0.011757,0.048233,0.002309,0.000000,0.499644,0.002952,0.050000,1.805382,1.527974,1.099662,0.009968,0.097790,0.024071,0.069089,Cyclist,0,0.010000,1.805511,1.528088,1.099718,0.009971,0.097809,0.024071,0.069090,Cyclist,0,1.805541,1.805542,1.805535,1.805511,1.805479,1.805382
0.400000,54,Empty,0.562500,0.109375,0.000044,0.002902,0.003143,0.046289,0.002592,0.000000,0.499381,0.002974,0.050000,0.262133,0.001027,1.041830,0.002593,0.026148,0.027705,0.036353,Empty,1,0.010000,0.262135,0.001027,1.041836,0.002594,0.026149,0.027705,0.036354,Empty,1,0.262135,0.262135,0.262135,0.262135,0.262134,0.262133
0.400000,55,Cyclist,0.625000,0.075000,0.000190,0.003446,0.013312,0.052980,0.006227,0.000000,0.499590,0.002974,0.050000,1.495470,1.218961,1.095941,0.010096,0.110745,0.047814,0.046247,Cyclist,1,0.010000,1.495527,1.219016,1.095950,0.010098,0.110757,0.047815,0.046247,Cyclist,1,1.495543,1.495541,1.495535,1.495527,1.495518,1.495470
0.400000,56,Vehicle,0.812500,0.062500,0.000148,0.003022,0.006201,0.034066,0.004678,0.000000,0.499594,0.002422,0.050000,1.843911,1.564152,1.114449,0.004589,0.051583,0.270241,0.428568,Cyclist,0,0.010000,1.844021,1.564248,1.114503,0.004590,0.051594,0.270241,0.428568,Cyclist,0,1.844057,1.844043,1.844046,1.844021,1.843997,1.843911
0.400000,57,Cyclist,0.625000,0.125000,0.000193,0.003062,0.011113,0.032086,0.003585,0.000000,0.499569,0.002847,0.050000,1.547385,1.262235,1.131957,0.008643,0.092444,0.022102,0.079108,Cyclist,1,0.010000,1.547425,1.262274,1.131960,0.008645,0.092454,0.022102,0.079108,Cyclist,1,1.547434,1.547430,1.547433,1.547425,1.547416,1.547385
0.400000,58,Pedestrian,0.500000,0.125000,0.000141,0.003129,0.008441,0.041903,0.007543,0.000000,0.499520,0.003249,0.050000,0.287325,0.001143,1.139517,0.005209,0.070214,0.010348,0.040833,Pedestrian,1,0.010000,0.287328,0.001143,1.139531,0.005210,0.070226,0.010348,0.040833,Pedestrian,1,0.287329,0.287329,0.287329,0.287328,0.287327,0.287325
0.400000,59,Pedestrian,0.562500,0.109375,0.000136,0.002395,0.007929,0.030209,0.004174,0.000000,0.499514,0.003356,0.000000,1.523993,1.250999,1.087395,0.004580,0.065973,0.031528,0.026416,Pedestrian,1,0.010000,1.524004,1.251011,1.087394,0.004580,0.065973,0.031528,0.026416,Pedestrian,1,1.523993,1.523999,1.523994,1.524004,1.523997,1.524011
0.400000,60,Pedestrian,0.625000,0.075000,0.000136,0.003201,0.008085,0.053440,0.006457,0.000000,0.499551,0.003003,0.050000,0.268248,0.001556,1.061281,0.005486,0.067249,0.020267,0.039905,Pedestrian,1,0.010000,0.268250,0.001556,1.061290,0.005487,0.067260,0.020267,0.039905,Pedestrian,1,0.268251,0.268251,0.268251,0.268250,0.268250,0.268248
0.400000,61,Vehicle,0.687500,0.078125,0.000169,0.003418,0.011036,0.051792,0.004208,0.000000,0.499611,0.002871,0.050000,0.286639,0.014366,1.081080,0.008013,0.091810,0.024246,0.056994,Vehicle,1,0.010000,0.286648,0.014366,1.081113,0.008014,0.091820,0.024246,0.056993,Vehicle,1,0.286650,0.286649,0.286649,0.286648,0.286645,0.286639
